loan_id,gender,married,dependents,self_employed,income,loan_amount,term,credit_history,property_area,status,income_num,loan_amount_num,status_int
ID1078,female,yes,3,no,"$4,018.91","$19,220.81",120,1,rural,Y,4018.91,19220.81,1
ID1079,female,no,1,no,"$4,933.69","$7,244.40",120,1,urban,Y,4933.69,7244.4,1
ID1080,female,yes,0,no,"$1,886.18","$10,390.20",60,1,rural,Y,1886.18,10390.2,1
ID1081,male,yes,4,yes,"$3,352.52","$13,364.04",12,0,rural,N,3352.52,13364.04,0
ID1082,female,no,1,no,"$10,816.34","$23,888.01",240,1,rural,Y,10816.34,23888.01,1
ID1083,female,no,0,no,"$4,084.02","$24,357.70",36,0,urban,N,4084.02,24357.7,0
ID1084,male,no,2,no,"$3,486.62","$12,969.95",36,1,urban,Y,3486.62,12969.95,1
ID1085,female,yes,1,no,"$25,000.00","$80,137.69",48,0,rural,N,25000.0,80137.69,0
ID1086,male,no,1,no,"$4,385.34","$5,906.88",60,1,urban,Y,4385.34,5906.88,1
ID1087,male,yes,3,no,"$4,012.71","$7,801.37",48,0,urban,N,4012.71,7801.37,0
ID1088,male,yes,2,no,"$5,953.18","$31,837.72",60,1,urban,Y,5953.18,31837.72,1
ID1089,male,yes,4,yes,"$5,670.65","$7,389.17",360,0,rural,N,5670.65,7389.17,0
ID1090,male,no,1,no,"$6,014.84","$27,250.55",48,1,urban,Y,6014.84,27250.55,1
ID1091,male,no,1,no,"$15,846.11","$83,936.05",120,1,urban,Y,15846.11,83936.05,1
ID1092,male,yes,0,no,"$3,188.16","$9,791.01",120,1,urban,Y,3188.16,9791.01,1
ID1093,female,yes,3,yes,"$9,461.94","$39,052.72",120,1,urban,Y,9461.94,39052.72,1
ID1094,male,yes,2,no,"$4,192.97","$19,555.97",48,1,rural,Y,4192.97,19555.97,1
ID1095,male,no,1,no,"$10,390.46","$11,513.38",120,0,urban,N,10390.46,11513.38,0
ID1096,female,yes,0,no,"$5,990.60","$27,143.95",36,1,urban,Y,5990.6,27143.95,1
ID1097,female,yes,1,no,"$9,015.91","$11,330.42",36,1,urban,Y,9015.91,11330.42,1
ID1098,female,no,0,no,"$2,691.69","$9,110.60",36,1,urban,Y,2691.69,9110.6,1
ID1099,female,yes,2,yes,"$4,247.65","$11,938.48",48,1,urban,Y,4247.65,11938.48,1
ID1100,female,yes,1,no,"$10,629.96","$52,741.35",60,0,urban,N,10629.96,52741.35,0
ID1101,male,yes,0,no,"$7,816.21","$30,601.62",120,0,urban,N,7816.21,30601.62,0
ID1102,male,yes,0,no,"$5,968.01","$30,212.56",48,1,urban,Y,5968.01,30212.56,1
ID1103,female,yes,0,no,"$6,363.92","$23,844.45",180,0,urban,N,6363.92,23844.45,0
ID1104,female,yes,3,no,"$11,693.80","$15,729.74",36,1,urban,Y,11693.8,15729.74,1
ID1105,male,yes,0,no,"$11,214.24","$40,031.41",60,1,urban,Y,11214.24,40031.41,1
ID1106,female,no,1,no,"$5,379.48","$8,304.57",24,1,urban,Y,5379.48,8304.57,1
ID1107,male,no,1,no,"$4,986.62","$15,273.45",36,1,urban,Y,4986.62,15273.45,1
ID1108,male,yes,1,no,"$3,008.91","$18,269.40",120,1,urban,Y,3008.91,18269.4,1
ID1109,male,yes,0,no,"$4,476.24","$12,112.90",360,1,rural,Y,4476.24,12112.9,1
ID1110,female,no,2,no,"$5,825.88","$17,481.77",60,1,rural,Y,5825.88,17481.77,1
ID1111,male,yes,4,no,"$3,211.38","$5,456.50",180,1,urban,Y,3211.38,5456.5,1
ID1112,male,no,2,no,"$4,446.49","$15,408.33",48,1,urban,Y,4446.49,15408.33,1
ID1113,female,yes,1,no,"$8,281.18","$53,929.06",360,1,rural,Y,8281.18,53929.06,1
ID1114,male,yes,1,no,"$3,790.67","$22,327.15",120,0,rural,N,3790.67,22327.15,0
ID1115,male,no,3,no,"$2,234.37","$7,830.03",48,1,rural,Y,2234.37,7830.03,1
ID1116,male,yes,1,no,"$11,620.58","$20,174.05",180,1,rural,Y,11620.58,20174.05,1
ID1117,female,no,0,no,"$3,554.41","$14,414.06",180,1,urban,Y,3554.41,14414.06,1
ID1118,female,yes,0,no,"$8,353.45","$50,663.89",36,1,urban,Y,8353.45,50663.89,1
ID1119,male,yes,0,yes,"$3,901.91","$5,629.93",120,1,urban,Y,3901.91,5629.93,1
ID1120,male,yes,1,no,"$5,162.73","$12,341.97",360,1,urban,Y,5162.73,12341.97,1
ID1121,female,yes,2,no,"$4,804.04","$26,653.70",60,1,rural,Y,4804.04,26653.7,1
ID1122,female,yes,2,no,"$8,149.06","$9,836.46",48,1,rural,Y,8149.06,9836.46,1
ID1123,male,no,1,no,"$7,004.00","$37,569.09",48,1,urban,Y,7004.0,37569.09,1
ID1124,male,yes,1,no,"$5,468.01","$21,263.54",240,0,rural,N,5468.01,21263.54,0
ID1125,female,yes,1,no,"$3,776.61","$18,317.60",60,1,urban,Y,3776.61,18317.6,1
ID1126,male,no,0,no,"$6,497.92","$31,137.24",180,0,urban,N,6497.92,31137.24,0
ID1127,male,yes,2,yes,"$4,653.12","$20,346.87",60,0,urban,N,4653.12,20346.87,0
ID1128,female,yes,2,no,"$6,414.84","$32,774.73",36,1,urban,Y,6414.84,32774.73,1
ID1129,male,yes,0,no,"$5,457.58","$19,153.48",240,0,urban,N,5457.58,19153.48,0
ID1130,male,yes,2,no,"$2,640.98","$15,216.51",240,1,urban,Y,2640.98,15216.51,1
ID1131,female,no,2,no,"$3,284.84","$14,490.69",60,1,urban,Y,3284.84,14490.69,1
ID1132,male,no,2,no,"$6,716.23","$19,497.65",120,0,rural,N,6716.23,19497.65,0
ID1133,female,no,0,no,"$3,991.15","$19,798.65",48,0,urban,N,3991.15,19798.65,0
ID1134,female,no,3,no,"$3,631.68","$13,780.47",60,1,urban,Y,3631.68,13780.47,1
ID1135,female,yes,2,no,"$7,284.65","$8,861.08",12,0,urban,N,7284.65,8861.08,0
ID1136,female,no,2,no,"$6,315.14","$23,263.78",360,1,urban,Y,6315.14,23263.78,1
ID1137,female,yes,0,yes,"$3,076.67","$15,418.96",48,1,urban,Y,3076.67,15418.96,1
ID1138,female,no,0,no,"$5,309.06","$7,995.54",48,1,urban,Y,5309.06,7995.54,1
ID1139,male,yes,0,no,"$6,001.50","$22,626.96",180,1,urban,Y,6001.5,22626.96,1
ID1140,male,yes,0,no,"$3,915.41","$14,687.49",24,0,urban,N,3915.41,14687.49,0
ID1141,female,yes,1,no,"$11,571.05","$37,250.44",48,0,urban,N,11571.05,37250.44,0
ID1142,male,yes,0,no,"$3,689.21","$23,078.46",48,1,rural,Y,3689.21,23078.46,1
ID1143,male,yes,1,yes,"$5,298.48","$20,491.63",120,1,urban,Y,5298.48,20491.63,1
ID1144,female,yes,4,no,"$9,456.19","$25,066.66",120,1,urban,Y,9456.19,25066.66,1
ID1145,male,no,4,no,"$3,031.47","$16,180.62",180,1,rural,Y,3031.47,16180.62,1
ID1146,female,yes,0,no,"$2,346.88","$14,803.82",12,0,urban,N,2346.88,14803.82,0
ID1147,male,yes,0,no,"$6,678.57","$14,221.39",36,0,urban,N,6678.57,14221.39,0
ID1148,female,yes,0,no,"$3,358.18","$15,408.21",120,1,rural,Y,3358.18,15408.21,1
ID1149,female,yes,0,no,"$4,414.97","$21,792.89",36,0,urban,N,4414.97,21792.89,0
ID1150,male,no,2,no,"$7,661.21","$38,212.26",48,1,urban,Y,7661.21,38212.26,1
ID1151,male,yes,1,no,"$6,555.38","$27,989.68",120,0,urban,N,6555.38,27989.68,0
ID1152,female,yes,1,yes,"$9,614.55","$56,862.11",360,1,urban,Y,9614.55,56862.11,1
ID1153,male,no,0,no,"$6,220.58","$38,833.95",120,1,rural,Y,6220.58,38833.95,1
ID1154,male,no,0,no,"$5,199.34","$32,146.84",360,1,rural,Y,5199.34,32146.84,1
ID1155,male,yes,0,no,"$5,875.54","$33,843.00",360,0,urban,N,5875.54,33843.0,0
ID1156,male,yes,0,no,"$13,167.84","$68,881.98",60,1,urban,Y,13167.84,68881.98,1
ID1157,female,no,3,no,"$4,143.69","$9,774.91",48,1,urban,Y,4143.69,9774.91,1
ID1158,male,no,4,no,"$8,092.29","$13,164.44",24,1,rural,Y,8092.29,13164.44,1
ID1159,male,yes,3,no,"$8,674.98","$19,049.25",120,1,urban,Y,8674.98,19049.25,1
ID1160,male,no,1,no,"$5,995.28","$14,123.11",48,1,urban,Y,5995.28,14123.11,1
ID1161,female,yes,1,no,"$2,603.45","$10,908.57",60,1,urban,Y,2603.45,10908.57,1
ID1162,male,yes,0,no,"$5,735.16","$22,107.43",60,1,urban,Y,5735.16,22107.43,1
ID1163,male,yes,2,no,"$8,625.68","$25,041.57",24,0,urban,N,8625.68,25041.57,0
ID1164,female,no,0,no,"$13,349.23","$61,443.40",360,1,urban,Y,13349.23,61443.4,1
ID1165,female,yes,3,no,"$7,212.83","$21,071.72",120,1,urban,Y,7212.83,21071.72,1
ID1166,female,yes,2,no,"$3,414.36","$13,521.24",60,1,urban,Y,3414.36,13521.24,1
ID1167,male,yes,0,no,"$8,298.95","$49,332.17",180,1,rural,Y,8298.95,49332.17,1
ID1168,male,yes,0,no,"$7,503.82","$16,398.84",48,1,rural,Y,7503.82,16398.84,1
ID1169,male,yes,0,no,"$6,928.09","$18,442.23",48,1,rural,Y,6928.09,18442.23,1
ID1170,female,yes,0,yes,"$12,862.11","$48,301.08",60,0,rural,N,12862.11,48301.08,0
ID1171,female,no,2,no,"$3,729.98","$21,448.45",60,1,urban,Y,3729.98,21448.45,1
ID1172,female,no,3,no,"$3,787.35","$17,449.91",36,1,rural,Y,3787.35,17449.91,1
ID1173,female,yes,2,no,"$10,313.42","$54,207.00",36,1,urban,Y,10313.42,54207.0,1
ID1174,female,yes,3,no,"$5,383.09","$11,376.92",120,1,rural,Y,5383.09,11376.92,1
ID1175,female,no,1,no,"$5,609.32","$36,430.49",36,1,urban,Y,5609.32,36430.49,1
ID1176,female,no,1,no,"$3,799.91","$16,059.83",360,1,urban,Y,3799.91,16059.83,1
ID1177,male,yes,1,no,"$6,665.14","$42,730.92",180,1,urban,Y,6665.14,42730.92,1
ID1178,male,yes,2,no,"$11,108.03","$14,343.23",120,1,rural,Y,11108.03,14343.23,1
ID1179,female,no,2,no,"$2,709.40","$10,329.14",12,0,urban,N,2709.4,10329.14,0
ID1180,female,no,1,no,"$5,726.44","$14,370.72",60,1,urban,Y,5726.44,14370.72,1
ID1181,male,no,2,no,"$3,328.51","$8,213.81",180,1,rural,Y,3328.51,8213.81,1
ID1182,male,yes,1,no,"$11,944.96","$62,640.11",240,1,urban,Y,11944.96,62640.11,1
ID1183,male,yes,0,yes,"$4,341.10","$25,173.59",60,1,urban,Y,4341.1,25173.59,1
ID1184,female,yes,0,no,"$5,786.02","$15,817.21",360,1,rural,Y,5786.02,15817.21,1
ID1185,female,no,2,no,"$2,405.56","$12,560.95",48,1,urban,Y,2405.56,12560.95,1
ID1186,female,no,1,no,"$8,176.34","$51,882.15",180,1,urban,Y,8176.34,51882.15,1
ID1187,female,yes,0,no,"$10,015.76","$46,935.73",120,1,urban,Y,10015.76,46935.73,1
ID1188,female,no,2,yes,"$8,180.86","$12,769.90",48,1,urban,Y,8180.86,12769.9,1
ID1189,male,yes,0,yes,"$5,906.99","$17,461.51",12,1,urban,Y,5906.99,17461.51,1
ID1190,female,yes,1,no,"$3,643.14","$9,684.85",36,1,urban,Y,3643.14,9684.85,1
ID1191,male,yes,1,no,"$3,264.23","$6,733.75",120,1,urban,Y,3264.23,6733.75,1
ID1192,male,no,0,no,"$2,754.79","$17,781.15",240,1,rural,Y,2754.79,17781.15,1
ID1193,male,no,0,no,"$3,244.48","$13,652.63",60,0,rural,N,3244.48,13652.63,0
ID1194,male,no,1,yes,"$6,143.65","$38,919.68",60,1,urban,Y,6143.65,38919.68,1
ID1195,female,yes,0,no,"$4,781.05","$11,115.94",120,0,rural,N,4781.05,11115.94,0
ID1196,female,no,0,no,"$5,864.24","$23,610.37",120,1,urban,Y,5864.24,23610.37,1
ID1197,male,no,1,no,"$6,641.79","$8,035.45",120,0,urban,N,6641.79,8035.45,0
ID1198,female,yes,2,no,"$3,758.87","$15,915.53",60,1,urban,Y,3758.87,15915.53,1
ID1199,male,yes,2,no,"$3,679.38","$7,825.06",60,1,urban,Y,3679.38,7825.06,1
ID1200,male,yes,2,no,"$7,834.65","$50,997.33",36,0,urban,N,7834.65,50997.33,0
ID1201,male,yes,1,no,"$2,793.18","$3,141.34",60,1,urban,Y,2793.18,3141.34,1
ID1202,male,yes,1,no,"$3,842.82","$9,375.22",60,0,urban,N,3842.82,9375.22,0
ID1203,female,no,1,no,"$11,043.54","$54,574.67",180,1,urban,Y,11043.54,54574.67,1
ID1204,female,yes,0,yes,"$7,463.45","$12,968.29",60,1,urban,Y,7463.45,12968.29,1
ID1205,male,no,2,no,"$5,449.08","$19,091.65",48,1,rural,Y,5449.08,19091.65,1
ID1206,male,yes,0,no,"$5,432.68","$30,949.91",60,1,rural,Y,5432.68,30949.91,1
ID1207,male,yes,2,no,"$3,430.68","$18,113.26",180,1,urban,Y,3430.68,18113.26,1
ID1208,male,yes,2,no,"$7,250.26","$25,350.47",360,0,urban,N,7250.26,25350.47,0
ID1209,female,yes,4,no,"$6,106.02","$27,653.08",120,0,urban,N,6106.02,27653.08,0
ID1210,male,yes,0,yes,"$5,748.84","$14,900.08",120,1,urban,Y,5748.84,14900.08,1
ID1211,female,no,2,yes,"$7,608.64","$18,018.62",240,0,rural,N,7608.64,18018.62,0
ID1212,female,no,2,no,"$4,874.00","$28,873.14",120,1,urban,Y,4874.0,28873.14,1
ID1213,male,yes,3,no,"$10,723.74","$50,463.48",60,1,rural,Y,10723.74,50463.48,1
ID1214,male,yes,0,no,"$8,064.75","$33,493.24",60,1,urban,Y,8064.75,33493.24,1
ID1215,male,no,0,yes,"$6,504.29","$12,076.08",120,1,rural,Y,6504.29,12076.08,1
ID1216,male,no,0,no,"$4,901.41","$11,178.01",120,1,rural,Y,4901.41,11178.01,1
ID1217,female,yes,1,yes,"$5,132.75","$16,016.81",24,1,urban,Y,5132.75,16016.81,1
ID1218,male,yes,3,yes,"$3,057.17","$14,142.82",12,0,rural,N,3057.17,14142.82,0
ID1219,female,no,0,no,"$8,842.62","$56,528.44",60,0,urban,N,8842.62,56528.44,0
ID1220,male,yes,0,no,"$11,029.02","$51,543.08",240,1,urban,Y,11029.02,51543.08,1
ID1221,male,yes,2,no,"$11,019.26","$41,626.85",36,0,urban,N,11019.26,41626.85,0
ID1222,female,no,4,no,"$5,977.09","$31,450.11",120,0,urban,N,5977.09,31450.11,0
ID1223,female,yes,0,no,"$8,648.53","$32,742.60",120,1,urban,Y,8648.53,32742.6,1
ID1224,female,yes,1,no,"$5,560.57","$22,160.21",180,1,urban,Y,5560.57,22160.21,1
ID1225,female,no,2,yes,"$3,126.41","$13,736.88",60,1,urban,Y,3126.41,13736.88,1
ID1226,female,no,0,no,"$11,449.29","$57,534.04",180,1,rural,Y,11449.29,57534.04,1
ID1227,male,no,0,no,"$7,617.16","$37,914.43",24,1,rural,Y,7617.16,37914.43,1
ID1228,male,yes,1,no,"$4,454.95","$22,437.21",60,1,urban,Y,4454.95,22437.21,1
ID1229,male,yes,3,no,"$10,195.57","$52,378.26",240,1,urban,Y,10195.57,52378.26,1
ID1230,male,yes,2,no,"$5,589.09","$30,720.22",36,1,urban,Y,5589.09,30720.22,1
ID1231,female,yes,1,no,"$5,731.99","$23,729.70",36,1,rural,Y,5731.99,23729.7,1
ID1232,female,yes,1,no,"$5,023.86","$28,611.90",48,1,rural,Y,5023.86,28611.9,1
ID1233,female,yes,2,no,"$5,668.70","$7,356.89",60,1,rural,Y,5668.7,7356.89,1
ID1234,female,yes,3,no,"$2,573.54","$16,465.99",60,1,urban,Y,2573.54,16465.99,1
ID1235,male,yes,2,no,"$4,547.11","$24,367.24",36,1,rural,Y,4547.11,24367.24,1
ID1236,male,yes,1,no,"$3,968.73","$6,494.08",48,0,urban,N,3968.73,6494.08,0
ID1237,female,no,2,yes,"$3,614.57","$13,937.48",48,1,rural,Y,3614.57,13937.48,1
ID1238,male,no,0,no,"$3,841.17","$6,716.03",180,1,urban,Y,3841.17,6716.03,1
ID1239,female,no,0,no,"$7,186.24","$39,839.76",48,1,urban,Y,7186.24,39839.76,1
ID1240,male,no,1,yes,"$4,801.40","$9,158.47",60,0,rural,N,4801.4,9158.47,0
ID1241,female,yes,0,no,"$3,932.90","$4,544.17",240,1,urban,Y,3932.9,4544.17,1
ID1242,male,yes,1,no,"$3,876.46","$15,217.42",240,1,urban,Y,3876.46,15217.42,1
ID1243,female,no,4,no,"$4,803.31","$15,132.69",60,1,urban,Y,4803.31,15132.69,1
ID1244,male,yes,3,no,"$6,062.96","$39,125.80",360,0,urban,N,6062.96,39125.8,0
ID1245,female,yes,2,no,"$7,850.53","$44,960.35",180,0,urban,N,7850.53,44960.35,0
ID1246,female,no,2,no,"$12,139.77","$24,542.22",60,1,urban,Y,12139.77,24542.22,1
ID1247,female,yes,0,no,"$3,477.62","$21,341.93",12,1,urban,Y,3477.62,21341.93,1
ID1248,male,no,3,no,"$12,335.56","$70,733.97",180,1,urban,Y,12335.56,70733.97,1
ID1249,female,yes,4,no,"$3,941.75","$21,387.91",360,1,urban,Y,3941.75,21387.91,1
ID1250,female,yes,4,no,"$3,270.57","$8,799.41",36,0,rural,N,3270.57,8799.41,0
ID1251,male,no,4,no,"$14,965.89","$33,012.50",360,0,urban,N,14965.89,33012.5,0
ID1252,female,yes,2,no,"$8,599.83","$29,918.74",240,1,rural,Y,8599.83,29918.74,1
ID1253,male,yes,0,yes,"$9,878.73","$39,905.87",60,1,urban,Y,9878.73,39905.87,1
ID1254,male,no,2,no,"$8,031.05","$50,815.45",48,1,urban,Y,8031.05,50815.45,1
ID1255,male,yes,2,no,"$6,636.82","$7,531.48",60,1,rural,Y,6636.82,7531.48,1
ID1256,male,no,0,yes,"$9,510.77","$23,359.35",120,1,urban,Y,9510.77,23359.35,1
ID1257,male,yes,1,no,"$5,081.09","$22,078.43",120,1,urban,Y,5081.09,22078.43,1
ID1258,male,yes,0,yes,"$4,710.62","$6,943.50",120,1,rural,Y,4710.62,6943.5,1
ID1259,male,no,1,no,"$4,119.84","$21,433.89",24,1,urban,Y,4119.84,21433.89,1
ID1260,male,yes,1,no,"$4,804.31","$17,478.11",240,1,urban,Y,4804.31,17478.11,1
ID1261,male,yes,3,no,"$11,291.29","$18,499.54",120,0,urban,N,11291.29,18499.54,0
ID1262,male,no,4,no,"$10,722.82","$48,226.47",360,1,urban,Y,10722.82,48226.47,1
ID1263,male,no,3,yes,"$4,569.02","$26,894.86",60,1,urban,Y,4569.02,26894.86,1
ID1264,female,yes,1,no,"$11,644.89","$29,968.86",36,1,urban,Y,11644.89,29968.86,1
ID1265,male,yes,1,no,"$4,491.74","$21,884.86",120,1,urban,Y,4491.74,21884.86,1
ID1266,female,yes,0,no,"$4,452.57","$21,757.34",60,0,rural,N,4452.57,21757.34,0
ID1267,female,yes,4,no,"$4,588.15","$9,874.82",36,1,rural,Y,4588.15,9874.82,1
ID1268,female,no,3,no,"$4,092.31","$23,577.03",36,1,urban,Y,4092.31,23577.03,1
ID1269,male,yes,3,no,"$2,046.48","$9,298.61",60,1,urban,Y,2046.48,9298.61,1
ID1270,male,yes,1,no,"$4,787.90","$24,821.16",240,1,rural,Y,4787.9,24821.16,1
ID1271,male,yes,0,no,"$7,828.37","$25,595.79",48,0,rural,N,7828.37,25595.79,0
ID1272,female,no,0,no,"$7,720.30","$35,398.01",360,1,urban,Y,7720.3,35398.01,1
ID1273,male,yes,0,no,"$5,034.44","$23,640.14",60,0,urban,N,5034.44,23640.14,0
ID1274,male,no,1,no,"$8,024.11","$48,088.41",120,1,urban,Y,8024.11,48088.41,1
